adj,noun,count
bake,bread,595
lucky,guy,595
assistant,manager,595
new,contract,595
last,report,595
heavy,thing,595
much,cash,595
heated,discussion,594
great,game,594
many,death,594
big,wheel,594
same,fear,594
chief,inspector,594
own,creation,594
own,group,594
dental,record,594
same,city,594
new,respect,594
male,body,594
standard,year,594
clean,crew,594
hot,cocoa,594
small,cell,594
great,amount,594
same,song,594
other,witch,594
enough,experience,594
foreign,minister,594
powerful,engine,593
only,item,593
several,bottle,593
minor,injury,593
crouch,position,593
last,shred,593
last,ounce,593
surround,countryside,593
direct,result,593
large,map,593
good,light,593
dark,woman,593
sharp,smell,593
long,ear,593
small,stage,593
dangerous,time,593
happy,woman,593
white,mist,593
ambitious,man,593
fatal,mistake,593
other,official,593
stout,woman,593
tiny,baby,593
several,point,592
more,girl,592
personal,possession,592
bold,letter,592
brilliant,flash,592
red,scarf,592
only,indication,592
great,achievement,592
dead,flesh,592
frustrated,breath,592
serious,question,592
first,boy,592
new,part,592
huge,crowd,592
old,shoe,592
casual,clothe,592
cold,meat,592
possible,suspect,591
old,word,591
normal,tone,591
good,record,591
perfect,excuse,591
common,good,591
second,term,591
new,planet,591
other,game,591
live,people,591
full,term,591
nagging,feeling,591
innocent,look,591
infectious,disease,591
real,idea,591
great,degree,591
entire,community,591
make,man,591
pale,lip,591
rocky,shore,591
next,life,591
free,agent,590
seventh,day,590
small,pack,590
good,dream,590
vivid,eye,590
record,time,590
fit,shirt,590
trembling,hand,590
small,pistol,590
entire,history,590
fine,print,590
pleased,smile,590
usual,stuff,590
true,reason,590
write,consent,590
good,offer,590
manicure,nail,590
own,table,590
quiet,evening,590
second,call,590
gray,uniform,590
sudden,desire,590
other,us,590
long,one,590
old,nurse,590
little,bed,589
new,enemy,589
other,partner,589
whole,pack,589
first,instance,589
small,percentage,589
same,circle,589
new,ally,589
red,fire,589
solid,mass,589
american,dollar,589
low,cost,589
other,picture,589
remarkable,woman,589
big,fire,589
deep,brown,589
good,lead,589
white,star,589
come,week,589
small,shrug,589
medical,bill,589
fresh,breeze,589
steep,path,588
purple,eye,588
big,town,588
beautiful,morning,588
long,rope,588
complete,set,588
fine,silk,588
sexual,attraction,588
certain,sense,588
empty,field,588
special,offer,588
near,station,588
whole,island,588
recent,week,588
third,class,588
common,denominator,588
own,conscience,588
vampire,hunter,588
beloved,wife,588
far,door,588
free,access,587
hang,branch,587
more,datum,587
whole,company,587
great,cat,587
such,treatment,587
asian,man,587
dark,trouser,587
second,step,587
well,deal,587
jagged,tooth,587
red,sun,587
happy,people,587
medical,personnel,587
open,land,587
dark,smudge,587
heavy,stone,587
few,one,587
late,arrival,587
complex,system,587
bright,flame,587
cruel,man,587
sharp,nod,587
other,demon,587
military,leader,586
long,discussion,586
slim,finger,586
long,column,586
due,date,586
balding,man,586
hot,tongue,586
new,venture,586
native,land,586
major,event,586
sharp,word,586
cut,glass,585
still,water,585
black,cape,585
more,heat,585
biological,weapon,585
slight,noise,585
physical,sensation,585
more,business,585
odd,behavior,585
white,table,585
many,possibility,585
heavy,blanket,585
fine,dust,585
rise,wind,585
foolish,girl,585
little,bubble,585
anxious,eye,585
long,memory,585
cruel,thing,585
huge,part,585
new,assistant,584
enough,fuel,584
small,explosion,584
high,stool,584
small,purse,584
intended,victim,584
own,law,584
other,pocket,584
safe,thing,584
grey,man,584
old,ground,584
light,jacket,584
first,home,584
bright,room,584
white,trash,584
sensible,man,583
black,tank,583
brown,liquid,583
small,shape,583
short,conversation,583
flat,ground,583
rough,surface,583
full,potential,583
much,harm,583
good,oman,583
outer,shell,583
living,thing,583
little,knowledge,583
own,surprise,583
false,smile,583
sharp,end,583
more,idea,583
limited,time,583
more,line,582
closed,lid,582
new,star,582
favorite,person,582
special,order,582
small,gift,582
blue,car,582
wet,bar,582
wonderful,people,582
fallen,man,582
several,century,582
dumb,question,582
white,foam,582
open,drawer,582
young,captain,582
big,fear,582
hot,stuff,582
keen,sense,582
second,opinion,581
visible,effort,581
illegitimate,child,581
wide,road,581
serious,talk,581
long,war,581
old,game,581
male,model,581
hard,stuff,581
same,routine,581
little,taste,581
relieved,sigh,581
suspicious,eye,581
real,pleasure,581
major,change,581
call,friend,581
necessary,evil,581
tiny,girl,581
streak,hair,581
private,number,581
hot,poker,580
rear,mirror,580
more,voice,580
large,mass,580
left,sleeve,580
own,identity,580
blond,guy,580
rich,soil,580
much,evidence,580
left,field,580
historical,record,580
military,action,580
pale,complexion,580
full,page,580
short,answer,580
low,noise,580
hooded,cloak,579
personal,computer,579
blue,paint,579
round,ass,579
wet,skin,579
great,circle,579
red,streak,579
full,complement,579
sudden,panic,579
other,nurse,579
diaper,bag,579
fateful,night,579
look,face,579
black,op,579
normal,conversation,579
special,talent,579
flip,side,579
suck,sound,579
own,shop,579
frigid,water,579
hire,help,578
wet,ground,578
new,commander,578
fine,ass,578
short,sentence,578
soothe,word,578
favorite,pastime,578
previous,occasion,578
new,love,578
small,indent,578
high,horse,578
new,guest,578
prep,school,578
cage,animal,578
soulful,eye,578
common,interest,577
steep,bank,577
hooded,sweatshirt,577
big,book,577
inside,information,577
other,priest,577
upper,atmosphere,577
same,sex,577
circular,drive,577
slippery,slope,577
overwhelming,need,577
only,life,577
modern,building,577
invisible,line,577
own,property,577
dry,wood,577
icy,air,577
past,midnight,577
loose,curl,577
mere,moment,577
numb,finger,577
utter,darkness,576
small,rise,576
sink,ship,576
animate,conversation,576
panel,room,576
recent,time,576
much,shit,576
sudden,anger,576
work,day,576
heal,power,576
immediate,concern,576
unnecessary,risk,576
heavy,work,576
detailed,account,576
wet,fold,576
entire,process,576
weary,smile,576
evasive,maneuver,576
next,visit,575
much,air,575
first,baby,575
few,possession,575
exact,date,575
small,branch,575
such,company,575
pink,face,575
whole,class,575
hungry,look,575
red,hat,575
imaginary,friend,575
quick,stride,575
high,fever,575
half,minute,575
great,hurry,575
other,scientist,575
silent,treatment,575
more,lie,575
whisper,conversation,575
vacant,eye,575
thick,hand,575
new,machine,575
large,sheet,574
wet,leaf,574
uncomfortable,chair,574
early,today,574
second,blow,574
same,book,574
well,condition,574
hot,soup,574
smart,phone,574
european,country,574
good,form,574
future,reference,574
red,shoe,573
great,shock,573
dry,good,573
various,item,573
pretty,dress,573
many,chance,573
light,skin,573
loyal,servant,573
rough,bark,573
polished,shoe,573
ninth,floor,573
big,moment,573
small,card,573
many,talent,573
perfect,condition,573
single,nod,573
same,world,573
few,problem,573
unlikely,event,572
local,farmer,572
bottom,shelf,572
key,point,572
political,system,572
full,load,572
blue,shadow,572
last,class,572
further,evidence,572
bad,attitude,572
run,footstep,572
distant,hill,572
sharp,line,572
sweet,wine,572
northern,end,572
same,door,572
sear,heat,572
top,man,572
full,use,572
white,ribbon,572
red,liquid,572
such,attention,572
central,bank,572
same,distance,572
old,warehouse,572
nice,clothe,572
valuable,asset,572
social,order,572
good,king,572
same,chair,572
smooth,movement,571
other,memory,571
new,team,571
new,record,571
prized,possession,571
sweet,child,571
sad,expression,571
tall,fence,571
federal,law,571
hard,knot,571
new,source,571
tiny,office,571
much,progress,571
big,tit,571
low,slope,571
public,room,571
last,woman,571
important,piece,571
such,fear,571
local,bar,570
interesting,people,570
terrible,night,570
hurt,feeling,570
whole,being,570
further,delay,570
pitch,whine,570
leave,hand,570
great,desire,570
purple,flower,570
several,generation,570
new,challenge,570
small,family,570
forced,entry,570
intended,target,570
gray,mist,570
knit,cap,570
great,gate,570
catholic,priest,570
furth,thing,569
optical,illusion,569
entire,company,569
whole,wall,569
favorite,time,569
broad,expanse,569
little,breathless,569
remote,place,569
german,force,569
first,orgasm,569
whole,party,569
good,amount,569
wet,dog,569
sexual,abuse,569
old,bat,569
other,feature,569
exaggerated,sigh,569
cool,place,568
fair,man,568
same,power,568
curved,sword,568
third,generation,568
fleeting,glimpse,568
young,mind,568
strange,kind,568
current,location,568
undying,love,568
several,table,568
ancestral,home,568
blue,glass,568
likely,place,568
whole,line,568
cool,metal,568
wet,cheek,568
search,look,568
few,table,567
other,corner,567
good,policy,567
small,tooth,567
new,arrangement,567
correct,answer,567
muddy,ground,567
make,sense,567
more,tree,567
colored,eye,567
next,house,567
bloody,knife,567
medical,man,567
big,baby,567
several,meter,567
other,color,567
handsome,guy,567
hungry,mouth,567
deep,concern,567
several,item,567
upper,reach,567
free,ride,566
wide,river,566
gray,head,566
worthy,man,566
wild,side,566
huge,beast,566
social,standing,566
old,office,566
warm,fire,566
hot,anger,566
small,courtyard,566
uninvited,guest,566
other,tool,566
give,day,566
borrow,time,566
black,truck,566
amazing,eye,566
warm,kiss,566
green,skin,566
stupid,shit,565
valuable,lesson,565
possible,exception,565
labored,breath,565
recede,hairline,565
other,respect,565
arab,world,565
rear,bumper,565
broken,neck,565
sweet,pea,565
lonely,night,565
prime,example,565
more,weapon,565
new,opportunity,565
high,official,565
massive,desk,565
fucking,mess,565
appraising,look,565
short,short,565
good,instinct,565
upstairs,bedroom,565
entire,scene,565
heavy,foot,565
more,land,564
long,practice,564
left,palm,564
lay,plan,564
own,grief,564
new,class,564
more,faith,564
generous,amount,564
entire,nation,564
financial,situation,564
interested,party,564
own,juice,564
concerted,effort,564
exact,position,564
due,process,564
damn,shame,564
long,passage,564
same,quality,564
familiar,shape,564
many,type,563
such,strength,563
twisted,metal,563
secret,compartment,563
large,basket,563
teenage,daughter,563
naked,form,563
right,palm,563
perfect,stranger,563
far,right,563
silver,bullet,563
rustle,sound,563
boyish,grin,563
white,flash,563
sour,smell,562
first,murder,562
only,connection,562
great,life,562
other,daughter,562
high,seat,562
single,detail,562
extra,cash,562
public,servant,562
hard,plane,562
intervene,year,562
alternate,universe,562
human,habitation,562
fall,log,562
first,body,562
local,population,562
cold,feeling,562
former,owner,562
huge,thing,562
white,car,562
forward,momentum,562
inner,chamber,561
full,table,561
big,joke,561
gorgeous,body,561
solid,muscle,561
mixed,race,561
twisted,smile,561
deep,recess,561
old,partner,561
early,tomorrow,561
other,hunter,561
good,trip,561
fluffy,towel,561
unobstructed,view,561
few,key,561
administrative,assistant,561
broken,door,561
such,activity,561
big,league,560
short,route,560
serious,conversation,560
last,fight,560
sheer,luck,560
wet,body,560
heavy,drape,560
maximum,speed,560
old,adage,560
rough,terrain,560
vague,shape,560
elect,official,560
wet,face,560
nice,suit,560
practical,man,560
eerie,light,560
real,fight,560
old,file,560
standing,ovation,560
further,order,559
neat,stack,559
black,curtain,559
several,box,559
other,individual,559
full,light,559
black,hand,559
spinal,column,559
equal,amount,559
french,army,559
naughty,boy,559
great,horse,559
pitch,sound,559
private,club,559
detailed,description,559
hard,dick,559
anonymous,letter,559
full,detail,559
pointed,tooth,559
broken,branch,558
shy,girl,558
new,method,558
local,enforcement,558
evasive,action,558
head,man,558
true,sense,558
little,power,558
soft,groan,558
brilliant,mind,558
train,soldier,558
many,animal,558
flat,out,558
very,start,558
young,widow,558
various,group,558
little,scene,558
more,fear,558
small,shake,558
own,knife,558
warm,arm,558
orange,light,558
rut,road,558
healthy,man,558
little,number,558
last,case,557
very,sight,557
black,vest,557
local,woman,557
shadowy,form,557
black,circle,557
red,sweater,557
big,machine,557
total,number,557
criminal,investigation,557
old,magazine,557
sharp,gaze,557
old,jean,557
small,flashlight,557
entire,structure,557
final,exam,557
pleasant,face,557
remote,area,557
interesting,man,557
cruel,joke,557
strange,behavior,557
eyed,boy,557
small,packet,556
heavy,head,556
brisk,wind,556
desperate,effort,556
muttered,curse,556
quick,pace,556
long,moan,556
haired,lady,556
quick,wit,556
such,woman,556
red,nose,556
new,title,556
intimate,friend,556
other,location,556
much,knowledge,556
black,chair,556
next,car,556
asian,woman,556
well,question,556
private,word,556
fold,hand,556
only,window,556
sudden,noise,555
thick,leg,555
cloudy,sky,555
different,position,555
fine,idea,555
dangerous,territory,555
own,meal,555
more,memory,555
brown,fur,555
preliminary,report,555
muffle,voice,555
faint,echo,555
tragic,death,555
woode,hill,555
red,cloth,555
genetic,code,555
remarkable,thing,555
white,wing,555
major,player,555
straight,man,555
latter,part,555
previous,summer,555
hard,truth,555
close,people,555
light,cruiser,554
work,hour,554
solid,stone,554
small,distance,554
third,door,554
skinny,kid,554
dark,beard,554
dark,force,554
high,frequency,554
alphabetical,order,554
few,trick,554
darken,window,554
united,front,554
high,five,554
white,flame,553
last,quarter,553
own,territory,553
heavy,arm,553
firm,handshake,553
slight,shrug,553
slim,waist,553
familiar,name,553
brown,robe,553
white,letter,553
full,tank,553
firm,ground,553
white,floor,553
other,wrist,553
pure,hatred,553
jagged,line,553
tiny,detail,553
wrong,question,552
normal,girl,552
dry,ground,552
good,strategy,552
wistful,smile,552
electrical,current,552
rich,smell,552
good,sort,552
new,strength,552
high,number,552
simple,solution,552
thick,rug,552
old,map,552
surround,building,552
last,point,551
huge,creature,551
incredible,thing,551
seductive,smile,551
right,thumb,551
remarkable,man,551
second,reason,551
fried,egg,551
ambient,light,551
good,second,551
only,clue,551
first,son,551
pale,shirt,551
faint,hope,551
general,term,551
sore,eye,551
potential,danger,550
criminal,charge,550
dry,laugh,550
special,need,550
long,shaft,550
easy,man,550
thick,grass,550
final,breath,550
dressing,gown,550
solar,flare,550
only,consolation,550
long,shirt,550
local,office,550
little,touch,550
planetary,system,550
third,wheel,550
fiery,hair,550
various,type,550
big,animal,550
real,enemy,550
intricate,design,550
bare,hint,550
neutral,ground,550
same,purpose,550
pink,ribbon,550
pick,truck,549
further,proof,549
clear,way,549
soft,laughter,549
full,disclosure,549
alarming,rate,549
deep,emotion,549
modest,house,549
open,kitchen,549
new,companion,549
full,place,549
heavy,stuff,549
unspoken,word,549
steady,flow,549
other,mage,549
young,detective,549
sized,hole,549
wild,magic,549
near,darkness,549
own,race,549
little,person,549
real,stuff,549
old,film,549
several,case,549
right,sort,549
brief,exchange,548
central,heating,548
old,officer,548
southern,accent,548
gray,area,548
own,expense,548
last,session,548
framed,photo,548
gravel,path,548
black,patch,548
ordinary,citizen,548
first,quarter,548
only,human,548
new,memory,548
sixth,day,548
normal,speed,548
black,surface,548
large,bite,548
small,alcove,548
injure,arm,548
main,lobby,548
main,source,548
small,gun,548
particular,place,548
anxious,look,548
long,cock,547
black,floor,547
single,bulb,547
such,idea,547
dark,silhouette,547
worried,frown,547
odd,hour,547
last,stage,547
deep,slumber,547
german,troop,547
unseen,force,547
calm,face,547
thin,chain,547
first,number,547
scented,air,547
sticky,note,547
own,troop,546
other,staff,546
cheap,wine,546
wet,finger,546
blond,boy,546
strangle,voice,546
extra,help,546
big,group,546
hard,breath,546
only,job,546
dull,pain,546
various,reason,546
great,fortune,546
american,city,546
good,information,546
harden,nipple,546
young,nurse,546
allergic,reaction,546
single,note,545
enough,courage,545
other,home,545
double,shift,545
circuitous,route,545
other,change,545
professional,opinion,545
first,idea,545
rise,panic,545
white,plastic,545
bright,pink,545
thick,chain,545
faithful,servant,545
heavy,glass,545
swift,move,545
pet,store,545
unseen,hand,545
regular,guy,545
lame,excuse,545
proper,respect,545
unspoken,agreement,544
sexual,energy,544
bad,trouble,544
new,child,544
poor,lad,544
likely,candidate,544
much,life,544
bared,tooth,544
tiny,ball,544
skinny,girl,544
clean,cloth,544
baked,bean,544
stranger,thing,544
proud,smile,544
cruel,smile,544
thick,length,544
few,degree,544
soft,cushion,544
heavy,snow,544
rational,mind,544
human,skull,544
wicked,way,543
large,bedroom,543
fine,quality,543
audible,sigh,543
outside,light,543
enough,noise,543
fat,boy,543
fair,question,543
dark,age,543
red,cloak,543
perfect,harmony,543
busy,life,543
long,fingernail,543
own,investigation,543
good,chunk,543
real,identity,543
human,trafficking,543
die,day,543
green,coat,543
mount,man,543
thin,wire,543
limp,form,543
slender,figure,543
tricky,part,543
same,order,543
next,turn,542
brief,encounter,542
sudden,tear,542
massive,tree,542
hungry,kiss,542
red,skin,542
physical,blow,542
large,population,542
rocky,slope,542
many,window,542
second,pair,542
small,jar,542
short,note,542
sheer,power,542
private,time,542
stunned,look,542
more,mile,542
work,girl,542
own,skill,542
fresh,juice,542
innocent,face,542
good,ship,542
wooden,staircase,542
casual,way,542
small,hut,542
small,line,542
blue,grey,542
green,silk,542
high,cloud,542
active,service,542
long,claw,541
odd,place,541
short,bow,541
heated,skin,541
whole,case,541
many,language,541
quick,burst,541
hot,girl,541
beautiful,flower,541
clean,shot,541
whole,ordeal,541
full,support,541
enough,pressure,541
few,star,541
absolute,power,541
good,lord,541
enough,credit,541
intense,feeling,541
own,woman,541
tight,rein,541
new,employee,541
medical,science,541
great,hole,541
molten,metal,541
tiny,sound,540
possible,answer,540
wide,chest,540
much,dignity,540
formative,year,540
red,ball,540
own,garden,540
interesting,way,540
many,one,540
new,approach,540
private,line,540
favorite,people,540
quick,eye,540
fucking,asshole,540
soft,side,540
early,death,540
green,suit,540
big,firm,540
conveyor,belt,540
electrical,charge,540
golden,brown,540
tiny,bead,540
sick,fuck,539
same,token,539
relieved,breath,539
explosive,charge,539
other,answer,539
opposite,shore,539
light,wind,539
able,man,539
general,principle,539
next,blow,539
bottom,edge,539
few,point,539
many,choice,539
cute,thing,539
former,employee,539
holy,war,539
only,purpose,539
very,name,539
usual,table,539
early,seventy,539
assistant,director,539
surprised,expression,539
own,advantage,539
single,stroke,539
uneasy,silence,539
anal,sex,539
impossible,situation,539
lifelong,friend,539
first,target,538
big,boss,538
old,bridge,538
good,argument,538
steam,coffee,538
huge,difference,538
ideal,place,538
small,ring,538
race,heart,538
strange,shape,538
polite,society,538
venetian,blind,538
large,fireplace,538
upper,end,538
quick,bite,538
quick,note,538
little,dot,537
stiff,finger,537
negative,energy,537
other,bank,537
white,cloak,537
new,movie,537
green,thing,537
lone,man,537
comfortable,life,537
few,guy,537
fall,star,537
great,extent,537
arrogant,man,537
full,impact,537
know,grin,536
human,experience,536
tinted,glass,536
round,cheek,536
small,closet,536
legal,action,536
full,basket,536
traditional,way,536
more,answer,536
white,dragon,536
quick,turn,536
jewish,people,536
own,trouble,536
stiff,lip,536
straight,shot,536
metallic,taste,536
red,beard,536
extra,room,536
good,candidate,536
own,behavior,536
unrequited,love,536
lone,wolf,536
sexual,act,536
dark,passage,536
bent,head,536
third,place,535
old,station,535
important,lesson,535
physical,labor,535
grey,light,535
pleated,skirt,535
righteous,anger,535
physical,need,535
sexual,relation,535
second,wind,535
red,suit,535
right,age,535
tender,age,535
fallen,leaf,535
bald,guy,535
own,expression,535
intelligent,being,535
more,thousand,535
little,hurt,535
low,rent,535
right,eyebrow,535
firm,grasp,535
impatient,gesture,535
considerable,distance,534
false,start,534
brief,note,534
ethnic,group,534
such,language,534
more,responsibility,534
dark,complexion,534
heinous,crime,534
clear,area,534
young,agent,534
first,batch,534
jerky,movement,534
strange,story,534
powdered,sugar,534
soft,cloth,534
normal,being,534
personal,bodyguard,534
few,spot,534
little,street,534
previous,afternoon,534
authoritative,voice,534
reassuring,squeeze,534
fourth,century,533
dull,roar,533
first,friend,533
good,turn,533
damn,door,533
dark,wave,533
thick,envelope,533
own,city,533
thick,liquid,533
whole,afternoon,533
good,education,533
complete,attention,533
welcome,sight,533
upper,crust,533
stubborn,woman,533
little,bar,533
complete,loss,533
small,frown,533
foster,father,533
long,counter,533
real,evidence,533
ripe,fruit,533
tiny,bathroom,533
american,officer,532
dirty,floor,532
poor,wretch,532
first,volume,532
old,cat,532
sheer,weight,532
wet,shirt,532
powerful,thrust,532
cold,war,532
own,initiative,532
damp,grass,532
furnish,room,532
nautical,mile,532
little,break,532
purple,bruise,532
small,dot,532
