verb,object,count
enter,tavern,5
enter,hotel,5
enter,war,5
enter,center,5
enter,abdomen,5
enter,section,5
enter,wormhole,4
enter,club,4
enter,corridor,4
enter,cage,4
enter,tower,4
enter,hospital,4
enter,bathroom,4
enter,booth,4
enter,region,4
enter,ward,4
enter,mix,4
enter,laboratory,4
enter,mine,4
enter,grade,4
enter,foyer,4
enter,program,4
enter,lane,4
enter,barrack,4
enter,air,4
enter,ship,4
enter,discussion,4
enter,week,4
enter,vein,4
enter,cab,4
enter,universe,4
enter,contest,4
enter,cloud,4
enter,vocabulary,4
enter,dream,4
enter,temple,4
enter,thigh,4
enter,vagina,4
enter,arrest,4
enter,park,4
enter,river,4
enter,baffle,3
enter,army,3
enter,heat,3
enter,drive,3
enter,freeway,3
enter,man,3
enter,channel,3
enter,screen,3
enter,coordinate,3
enter,pocket,3
enter,hole,3
enter,workshop,3
enter,harem,3
enter,fissure,3
enter,restroom,3
enter,antechamber,3
enter,right,3
enter,kingdom,3
enter,road,3
entertain,man,11
entertain,thought,9
entertain,idea,8
entertain,guest,7
entertain,doubt,3
entice,man,7
entice,woman,4
entrust,queen,3
envelop,body,26
envelop,room,18
envelop,her,16
envelop,sens,8
envelop,face,7
envelop,head,6
envelop,mine,5
envelop,manhood,5
envelop,ship,4
envelop,waist,4
envelop,figure,4
envelop,hand,4
envelop,house,3
envelop,cock,3
envelop,nipple,3
envelop,town,3
envision,future,4
envision,fatherhood,3
equal,number,7
equal,power,7
equal,money,6
equal,life,5
equal,key,4
equal,foot,3
erase,memory,9
erase,pain,4
erase,doubt,4
erase,sign,4
erase,footprint,4
erase,thought,3
erase,track,3
erase,birthday,3
erase,notion,3
erase,tension,3
erase,fact,3
erase,mouth,3
erase,fear,3
erect,tent,12
erect,tribute,3
erect,flight,3
escalate,situation,8
escape,lip,2055
escape,throat,603
escape,mouth,373
escape,eye,118
escape,lung,90
escape,notice,79
escape,attention,31
escape,corner,28
escape,chest,23
escape,braid,21
escape,ponytail,20
escape,cheek,17
escape,death,15
escape,pin,13
escape,mind,12
escape,man,12
escape,tooth,11
escape,bun,10
escape,adult,9
escape,confine,9
escape,control,9
escape,fate,8
escape,net,8
escape,memory,6
escape,tongue,6
escape,body,5
escape,cloud,5
escape,clip,5
escape,retribution,5
escape,observation,5
escape,punishment,4
escape,band,4
escape,balloon,4
escape,justice,4
escape,lash,4
escape,grasp,4
escape,wrath,4
escape,master,4
escape,woman,4
escape,redhead,4
escape,count,4
escape,nostril,4
escape,door,4
escape,pussy,3
escape,house,3
escape,line,3
escape,process,3
escape,building,3
escape,slaughter,3
escape,assassination,3
escape,hand,3
escape,pain,3
escape,clutch,3
escape,church,3
escort,woman,8
escort,prisoner,5
escort,lady,5
escort,home,4
escort,servant,3
escort,queen,3
espouse,god,3
espy,battlement,3
espy,death,3
establish,program,4
establish,perimeter,4
establish,camp,4
establish,time,4
establish,rapport,3
estimate,time,5
etch,face,48
etch,line,31
etch,forehead,8
etch,brow,7
etch,feature,5
etch,path,4
etch,eye,3
evacuate,building,4
evade,capture,4
evade,talk,3
evaluate,man,3
evaporate,water,7
evaporate,milk,5
evict,squatter,3
evince,tenderness,4
evoke,memory,34
evoke,response,12
evoke,image,10
evoke,rush,5
evoke,smile,5
evoke,echo,4
evoke,sympathy,4
evoke,texture,3
evoke,strata,3
exacerbate,condition,9
exact,toll,6
exact,price,6
exact,retribution,5
exaggerate,beauty,4
exaggerate,thing,3
examine,body,33
examine,face,19
examine,inch,8
examine,wound,8
examine,card,8
examine,patient,6
examine,paper,6
examine,leg,5
examine,book,5
examine,ground,5
examine,baby,4
examine,appearance,4
examine,graf,3
examine,daughter,3
examine,side,3
examine,corpse,3
examine,room,3
examine,diamond,3
excavate,site,4
excavate,mineral,3
exceed,expectation,28
exceed,grasp,21
exceed,value,15
exceed,number,14
exceed,capacity,9
exceed,dollar,8
exceed,ability,7
exceed,percent,6
exceed,degree,6
exceed,supply,6
exceed,cost,6
exceed,speed,5
exceed,year,5
exceed,limit,4
exceed,minute,4
exceed,mile,4
exceed,demand,3
exceed,precedent,3
exceed,understanding,3
exceed,communication,3
exceed,rate,3
exchange,glance,980
exchange,look,544
exchange,word,63
exchange,hand,35
exchange,smile,26
exchange,greeting,15
exchange,pleasantry,14
exchange,vow,10
exchange,nod,9
exchange,fire,9
exchange,handshake,8
exchange,bow,7
exchange,kiss,6
exchange,glare,6
exchange,stare,5
exchange,comment,4
exchange,bolt,4
exchange,hug,4
exchange,salute,4
exchange,grin,4
exchange,frown,4
exchange,remark,4
exchange,smirk,3
exchange,robe,3
exchange,gunfire,3
excite,suspicion,8
excite,envy,4
excite,interest,4
excite,creature,4
excite,imagination,4
exclude,possibility,6
excuse,part,3
execute,maneuver,8
execute,turn,8
execute,command,4
execute,landing,4
execute,warrant,3
exercise,power,8
exercise,right,7
exercise,discretion,3
exercise,option,3
exert,pressure,18
exert,influence,13
exert,pull,8
exert,force,6
exert,control,6
exhale,breath,16
exhale,sigh,6
exhale,cloud,4
exhale,smoke,3
exhaust,reserve,4
exhaust,fuel,3
exhaust,man,3
exhibit,symptom,6
exhibit,response,4
exhibit,sign,3
exist,verification,4
exit,room,65
exit,car,44
exit,vehicle,37
exit,building,31
exit,mouth,22
exit,house,17
exit,door,14
exit,body,14
exit,lung,9
exit,elevator,9
exit,tent,7
exit,aircraft,5
exit,office,5
exit,lot,4
exit,tree,4
exit,bathroom,4
exit,church,4
exit,shop,4
exit,back,4
exit,side,3
exit,stage,3
exit,cabin,3
exit,cab,3
exorcise,street,3
expand,chest,4
expand,lung,4
expand,size,3
expect,child,26
expect,baby,20
expect,attack,18
expect,trouble,13
expect,thing,11
expect,lot,11
expect,call,10
expect,kind,9
expect,mercy,4
expect,level,4
expect,sort,4
expect,result,4
expect,recovery,4
expect,breath,3
expect,visitor,3
expect,twin,3
expect,wife,3
expect,recompense,3
expel,breath,12
expend,effort,49
experience,pain,13
experience,pleasure,10
experience,emotion,9
experience,life,9
experience,thing,8
experience,symptom,6
experience,event,6
experience,climax,5
experience,sensation,4
experience,orgasm,4
experience,night,4
experience,problem,4
experience,increase,4
experience,wedding,4
experience,childhood,4
experience,number,4
experience,adventure,4
experience,seizure,3
experience,recovery,3
experience,level,3
explain,thing,33
explain,situation,12
explain,lot,7
explain,rule,6
explain,working,5
explain,reason,4
explain,look,4
explain,lack,4
explain,chapter,4
explain,time,4
explain,fact,3
explain,course,3
explain,presence,3
explain,intricacy,3
explode,inward,14
explode,back,5
explode,silence,5
explode,arm,5
explode,heart,4
explode,skull,4
explode,head,4
explore,body,109
explore,mouth,92
explore,inch,24
explore,her,23
explore,skin,22
explore,curve,20
explore,chest,14
explore,line,14
explore,fold,14
explore,back,13
explore,inside,11
explore,breast,10
explore,face,10
explore,lip,10
explore,flesh,9
explore,thigh,8
explore,part,8
explore,length,8
explore,neck,6
explore,pussy,6
explore,muscle,6
explore,area,5
explore,place,4
explore,surface,4
explore,hollow,4
explore,idea,4
explore,throat,4
explore,backside,3
explore,interior,3
explore,snap,3
explore,rest,3
explore,shape,3
explore,recess,3
explore,side,3
explore,mine,3
expose,tooth,18
expose,amount,4
expose,weakness,4
expose,cache,3
expose,technology,3
expose,child,3
express,concern,53
express,interest,42
express,surprise,26
express,opinion,23
express,feeling,19
express,doubt,19
express,gratitude,16
express,wish,14
express,shock,13
express,desire,10
express,fear,9
express,alarm,8
express,emotion,8
express,pleasure,7
express,thought,7
express,thank,6
express,displeasure,6
express,disbelief,6
express,sympathy,6
express,love,5
express,hope,5
express,joy,5
express,regret,5
express,meaning,5
express,sorrow,5
express,view,4
express,horror,4
express,wonder,4
express,idea,4
express,need,4
express,disapproval,4
express,outrage,4
express,sense,4
express,indignation,4
express,confusion,4
express,anger,4
express,reservation,4
express,astonishment,4
express,embarrassment,3
express,milk,3
express,recognition,3
express,distaste,3
extend,hand,286
extend,arm,45
extend,length,11
extend,mile,11
extend,finger,9
extend,meter,9
extend,neck,8
extend,distance,7
extend,invitation,7
extend,inch,7
extend,foot,6
extend,leg,6
extend,branch,3
extend,boundary,3
extend,window,3
extinguish,light,8
extinguish,fire,8
extinguish,torch,6
extinguish,lamp,6
extinguish,voice,4
extract,cup,4
extract,bag,3
extract,flour,3
exude,confidence,15
exude,power,13
exude,air,6
exude,strength,5
exude,heat,4
exude,sense,4
exude,sex,4
exude,fluid,3
exude,masculinity,3
exude,aura,3
exude,sexuality,3
eye,warily,21
eye,man,5
eye,hand,5
eye,woman,4
eye,color,4
eye,mail,3
eye,key,3
eye,chest,3
fabricate,story,6
face,street,40
face,door,39
face,wall,34
face,window,32
face,death,31
face,direction,24
face,west,20
face,camera,18
face,problem,16
face,front,15
face,fireplace,15
face,way,14
face,desk,13
face,charge,12
face,man,11
face,crisis,10
face,threat,10
face,sea,10
face,table,9
face,struggle,9
face,courtyard,9
face,danger,9
face,trial,8
face,lot,8
face,screen,8
face,alley,8
face,enemy,8
face,river,7
face,building,7
face,consequence,7
face,future,7
face,mountain,6
face,challenge,6
face,television,6
face,tv,6
face,back,6
face,mine,6
face,extinction,5
face,time,5
face,yard,5
face,road,5
face,battle,4
face,beach,4
face,bankruptcy,4
face,wood,4
face,number,4
face,chest,4
face,woman,4
face,penalty,4
face,rear,4
face,outward,4
face,square,4
face,backyard,4
face,gate,4
face,stage,4
face,entrance,4
face,floor,4
face,fate,4
face,squad,4
face,east,4
face,ceiling,4
face,set,4
face,disaster,4
face,truth,4
face,platoon,4
face,troop,3
face,trouble,3
face,house,3
face,platform,3
face,driveway,3
face,sky,3
face,ruin,3
face,execution,3
face,demon,3
face,garden,3
face,clearing,3
face,fire,3
face,community,3
face,barrier,3
face,heaven,3
face,hag,3
facilitate,contact,3
facilitate,generation,3
fade,moment,9
fade,stair,6
fade,thought,6
fade,poster,4
fade,degree,4
fade,notch,3
fail,exam,6
fail,test,5
fake,death,8
fake,orgasm,3
fall,victim,83
fall,cheek,46
fall,prey,40
fall,slack,39
fall,face,15
fall,head,10
fall,degree,6
fall,octave,5
fall,save,5
fall,way,4
fall,shadow,4
fall,fraction,4
fall,throat,4
fall,knee,3
fall,shut,3
fall,depth,3
fall,jackal,3
falter,bit,3
fan,face,59
fan,cheek,46
fan,flame,19
fan,ear,18
fan,neck,16
fan,lip,14
fan,air,13
fan,skin,10
fan,back,10
fan,hair,9
fan,fire,7
fan,water,4
fan,mouth,3
fan,cheekbone,3
fan,sight,3
fan,chest,3
fan,sickness,3
fan,shoulder,3
fancy,writer,3
farm,land,8
fashion,thing,4
fasten,cloak,8
fasten,choker,3
father,child,31
father,son,9
father,bastard,6
fault,motivation,6
favor,bold,7
favor,sword,6
favor,people,4
favor,man,3
favor,house,3
favor,magic,3
favour,corps,3
fear,death,21
fear,magic,6
fear,wind,5
fear,fire,5
fear,combat,4
fear,pain,4
fear,government,4
fear,father,3
fear,sparrow,3
fear,mist,3
fear,prisoner,3
fear,dark,3
fear,change,3
fear,one,3
fear,frog,3
fear,answer,3
fear,shriek,3
feather,cheek,6
feather,spine,6
feather,lip,5
feather,hair,4
feather,face,3
feature,hero,29
feature,man,12
feature,window,10
feature,story,8
feature,character,8
feature,woman,7
feature,photograph,7
feature,article,5
feature,photo,5
feature,sex,5
feature,picture,4
feature,color,4
feature,oval,4
feature,image,4
feature,bed,3
feature,tub,3
feature,wall,3
feature,author,3
feed,family,13
feed,datum,11
feed,fire,11
feed,child,10
feed,baby,10
feed,information,10
feed,duck,7
feed,horse,7
feed,milk,6
feed,power,6
feed,dog,6
feed,flame,5
feed,flock,5
feed,cat,5
feed,rage,5
feed,blood,4
feed,ego,4
feed,animal,4
feed,bit,3
feed,fury,3
feed,firebox,3
feed,hay,3
feed,man,3
feed,coffer,3
feed,crab,3
feed,anger,3
feed,handle,3
feel,need,251
feel,pain,152
feel,way,150
feel,queasy,45
feel,thing,43
feel,heat,38
feel,fear,36
feel,sense,34
feel,light,29
feel,sweaty,26
feel,pressure,24
feel,size,22
feel,desire,22
feel,chill,21
feel,effect,19
feel,emotion,19
feel,presence,19
feel,warmth,18
feel,weight,18
feel,pang,17
feel,pity,17
feel,touch,16
feel,surge,16
feel,relief,16
feel,strain,15
feel,pulse,15
feel,urge,15
feel,shame,15
feel,connection,14
feel,love,14
feel,wave,13
feel,guilt,13
feel,woozy,13
feel,sensation,11
feel,loss,11
feel,hand,11
feel,twinge,11
feel,kind,11
feel,vibration,10
feel,skin,9
feel,danger,9
feel,moist,8
feel,cold,8
feel,boneless,8
feel,rush,8
feel,thrill,8
feel,breath,8
feel,hat,7
feel,body,7
feel,grainy,7
feel,gaze,7
feel,wall,7
feel,change,7
feel,slack,7
feel,frail,7
feel,eye,7
feel,tug,7
feel,sort,6
feel,greasy,6
feel,responsibility,6
feel,tear,6
feel,homey,6
feel,pride,6
feel,stab,6
feel,jolt,6
feel,edge,6
feel,terror,6
feel,pinch,6
feel,hurt,6
feel,air,5
feel,grip,5
feel,clammy,5
feel,rubbery,5
feel,attraction,5
feel,emptier,5
feel,anger,5
feel,hair,5
feel,compassion,5
feel,metal,5
feel,raspy,5
feel,place,5
feel,difference,4
feel,sadness,4
feel,anxiety,4
feel,shiver,4
feel,influence,4
feel,flush,4
feel,rage,4
feel,whiff,4
feel,burn,4
feel,object,4
feel,tension,4
feel,strength,4
feel,stone,4
feel,moment,4
feel,power,4
feel,inclination,4
feel,force,4
feel,sting,4
feel,approach,4
feel,remorse,4
feel,prickle,4
feel,movement,4
feel,damper,4
feel,glow,4
feel,bottom,4
feel,passion,3
feel,underfoot,3
feel,arm,3
feel,contrast,3
feel,floor,3
feel,seizure,3
feel,leg,3
feel,fool,3
feel,silky,3
feel,good,3
feel,bony,3
feel,tenderness,3
feel,inch,3
feel,razor,3
feel,strangeness,3
feel,nervousness,3
feel,hunger,3
feel,sultry,3
feel,lash,3
feign,sleep,7
fell,tree,5
fell,man,4
fell,half,3
fenugreek,seed,4
fertilize,egg,8
fertilize,soil,3
festoon,wall,3
fetch,price,27
fetch,water,6
fetch,birch,4
fetch,car,3
fetch,pie,3
fetch,clothe,3
field,call,4
field,boyfriend,4
fight,battle,156
fight,way,122
fight,war,97
fight,man,18
fight,tear,12
fight,brother,11
fight,urge,11
fight,dragon,10
fight,fight,9
fight,enemy,9
fight,fire,9
fight,virus,8
fight,duel,8
fight,soldier,8
fight,disease,8
fight,hand,8
fight,wind,7
fight,smile,7
fight,tooth,7
fight,ship,6
fight,tank,5
fight,flame,5
fight,thing,5
fight,infection,5
fight,grin,5
fight,action,4
fight,girl,4
fight,demon,4
fight,evil,4
fight,people,4
fight,cancer,4
fight,wheel,4
fight,bridge,3
fight,wolf,3
fight,sister,3
fight,human,3
fight,drug,3
fight,control,3
fight,current,3
figure,way,48
figure,thing,12
figure,plan,4
figure,key,3
file,report,24
file,complaint,18
file,plan,15
file,lawsuit,11
file,motion,10
file,charge,10
file,door,9
file,appeal,7
file,petition,4
file,story,4
file,paper,4
file,suit,4
file,nail,3
fill,air,3653
fill,room,3143
fill,eye,2171
fill,ear,864
fill,mind,731
fill,nostril,724
fill,mouth,713
fill,head,709
fill,space,560
fill,lung,502
fill,screen,471
fill,nose,421
fill,face,291
fill,heart,288
fill,sens,258
fill,sky,234
fill,car,226
fill,vision,211
fill,chest,199
fill,doorway,192
fill,voice,174
fill,body,147
fill,house,141
fill,silence,139
fill,hall,139
fill,kitchen,120
fill,throat,112
fill,cabin,111
fill,street,105
fill,chamber,100
fill,glass,88
fill,night,79
fill,stomach,78
fill,cheek,74
fill,hand,67
fill,line,65
fill,void,60
fill,vein,58
fill,cup,57
fill,corner,56
fill,tunnel,48
fill,wall,46
fill,area,45
fill,soul,43
fill,thought,42
fill,hallway,41
fill,window,40
fill,corridor,38
fill,sail,38
fill,office,38
fill,cave,37
fill,cavern,37
fill,apartment,36
fill,place,35
fill,cockpit,35
fill,gap,35
fill,shelf,34
fill,belly,34
fill,frame,30
fill,hole,27
fill,interior,27
fill,bathroom,26
fill,field,26
fill,seat,26
fill,bedroom,26
fill,world,25
fill,palm,25
fill,darkness,25
fill,pussy,25
fill,brain,25
fill,entrance,24
fill,tank,23
fill,being,23
fill,page,22
fill,form,22
fill,shirt,22
fill,jean,22
fill,bridge,21
fill,cab,21
fill,tent,20
fill,yard,20
fill,clearing,20
fill,courtyard,19
fill,back,19
fill,chair,17
fill,gaze,17
fill,view,17
fill,tub,17
fill,ass,17
fill,monitor,16
fill,square,16
fill,opening,16
fill,lot,16
fill,bar,15
fill,valley,15
fill,floor,15
fill,table,15
fill,cell,15
fill,compartment,14
fill,center,14
fill,mirror,13
fill,viewscreen,13
fill,gut,12
fill,arena,12
fill,skull,12
fill,truck,12
fill,rest,12
fill,bowl,11
fill,camp,11
fill,hut,11
fill,inch,11
fill,sight,11
fill,church,11
fill,goblet,11
fill,forest,11
fill,expression,10
fill,display,10
fill,pot,10
fill,speaker,10
fill,helmet,10
fill,wound,10
fill,bottom,10
fill,door,10
fill,time,9
fill,plate,9
fill,passage,9
fill,block,9
fill,doorframe,9
fill,alley,9
fill,passageway,9
fill,bottle,8
fill,garden,8
fill,moment,8
fill,sink,8
fill,grove,8
fill,breast,8
fill,jacket,8
fill,channel,8
fill,auditorium,8
fill,word,8
fill,mug,8
fill,ship,8
fill,shop,8
fill,part,8
fill,breath,8
fill,studio,8
fill,lane,7
fill,sleeve,7
fill,suite,7
fill,theater,7
fill,bill,7
fill,cavity,7
fill,half,7
fill,cottage,7
fill,pocket,7
fill,suit,6
fill,feature,6
fill,hold,6
fill,bag,6
fill,tone,6
fill,foyer,6
fill,pool,6
fill,arm,6
fill,bed,6
fill,sinus,6
fill,sack,6
fill,day,6
fill,life,6
fill,water,6
fill,role,6
fill,horizon,6
fill,shoe,6
fill,viewer,6
fill,syringe,6
fill,case,6
fill,building,5
fill,stall,5
fill,vacuum,5
fill,requirement,5
fill,bucket,5
fill,bench,5
fill,background,5
fill,city,5
fill,stairwell,5
fill,boot,5
fill,book,5
fill,universe,5
fill,memory,5
fill,harbor,4
fill,scent,4
fill,carriage,4
fill,canteen,4
fill,bookshelf,4
fill,canyon,4
fill,end,4
fill,pod,4
fill,landscape,4
fill,feeling,4
fill,phone,4
fill,position,4
fill,station,4
fill,comms,4
fill,wing,4
fill,dream,4
fill,socket,4
fill,basin,4
fill,pavilion,4
fill,pipe,4
fill,crack,4
fill,top,4
fill,barn,4
fill,gallery,4
fill,bone,4
fill,muscle,4
fill,loft,4
fill,stadium,4
fill,evening,4
fill,club,4
fill,court,4
fill,alleyway,4
fill,man,4
fill,blank,4
fill,land,4
fill,laboratory,4
fill,need,4
fill,gutter,4
fill,her,4
fill,middle,4
fill,condom,4
fill,shed,4
fill,store,4
fill,stage,4
fill,cellar,4
fill,bay,4
fill,plane,4
fill,gulf,4
fill,pothole,4
fill,pit,4
fill,inside,4
fill,hospital,4
fill,coat,3
fill,report,3
fill,prize,3
fill,country,3
fill,bathtub,3
fill,headset,3
fill,vehicle,3
