subject,verb,object,count
hand,shield,face,12
hand,grab,head,12
hand,cover,shoulder,12
hand,work,cock,12
hand,slide,shirt,12
hand,continue,journey,12
hand,snake,way,12
hand,clutch,wrist,12
hand,hold,chin,12
hand,spread,thigh,12
hand,work,shaft,12
hand,clutch,shirt,12
hand,squeeze,heart,12
hand,clutch,knife,12
hand,hold,blade,12
hand,clutch,heart,12
hand,hit,ground,12
hand,clutch,head,12
hand,have,hold,12
hand,stroke,neck,12
hand,grasp,ankle,12
hand,guide,hip,12
hand,tap,shoulder,12
hand,tell,story,12
hand,grow,sweaty,12
hand,clamp,shoulder,12
hand,clench,edge,12
hand,caress,curve,12
hand,caress,stomach,12
hand,brush,wall,12
hand,circle,arm,12
hand,touch,hip,12
hand,grasp,forearm,12
hand,grasp,hilt,12
hand,grip,shaft,12
hand,grip,rein,12
hand,trace,outline,12
hand,grip,mine,12
hand,rove,body,11
hand,search,pocket,11
hand,take,place,11
hand,find,flesh,11
hand,stroke,curl,11
hand,grip,stomach,11
hand,clasp,hip,11
hand,pump,cock,11
hand,grasp,her,11
hand,brush,back,11
hand,brush,neck,11
hand,turn,page,11
hand,travel,thigh,11
hand,slide,length,11
hand,cover,lip,11
hand,grip,front,11
hand,brush,hip,11
hand,touch,sleeve,11
hand,hold,door,11
hand,cover,cheek,11
hand,clasp,mine,11
hand,cover,mound,11
hand,trail,stomach,11
hand,cover,stomach,11
hand,grip,bag,11
hand,slide,torso,11
hand,graze,side,11
hand,find,nipple,11
hand,caress,neck,11
hand,leave,ass,11
hand,catch,chin,11
hand,hold,side,11
hand,leave,trail,11
hand,find,knee,11
hand,stop,inch,11
hand,open,door,11
hand,skim,back,11
hand,move,torso,11
hand,grip,rifle,11
hand,turn,knob,11
hand,grab,fistful,11
hand,grab,side,11
hand,shake,time,11
hand,rub,belly,11
hand,circle,throat,11
hand,leave,wrist,11
hand,hold,pen,11
hand,explore,back,11
hand,run,body,11
hand,grip,table,11
hand,touch,handle,11
hand,find,hilt,10
hand,move,spine,10
hand,hold,book,10
hand,grip,glass,10
hand,find,chin,10
hand,freeze,inch,10
hand,make,sign,10
hand,graze,breast,10
hand,stroke,curve,10
hand,have,strength,10
hand,wipe,tear,10
hand,move,length,10
hand,run,leg,10
hand,run,chest,10
hand,trail,back,10
hand,brush,mine,10
hand,sweep,body,10
hand,take,mine,10
hand,move,inch,10
hand,trail,side,10
hand,tilt,chin,10
hand,travel,back,10
hand,grip,hand,10
hand,touch,chin,10
hand,ruffle,hair,10
hand,touch,forearm,10
hand,leave,hand,10
hand,gather,hair,10
hand,push,shoulder,10
hand,find,wrist,10
hand,knead,muscle,10
hand,touch,place,10
hand,knead,shoulder,10
hand,slide,ribcage,10
hand,hold,cup,10
hand,hold,cigarette,10
hand,slide,throat,10
hand,skim,thigh,10
hand,smooth,arm,10
hand,skim,hip,10
hand,smooth,skirt,10
hand,smooth,way,10
hand,touch,stomach,10
hand,touch,stone,10
hand,clutch,lapel,10
hand,hold,palm,10
hand,squeeze,throat,10
hanging,take,place,10
harper,shake,head,16
hat,shade,face,20
hat,cover,hair,15
hat,cover,face,13
hat,shade,eye,12
hat,cover,head,12
hat,hide,face,10
hat,shadow,face,10
haze,cloud,vision,12
head,hit,pillow,376
head,break,surface,174
head,turn,direction,107
head,hit,floor,106
head,touch,pillow,88
head,turn,way,80
head,hit,ground,76
head,hit,wall,60
head,reach,shoulder,40
head,brush,ceiling,31
head,touch,ceiling,31
head,break,water,29
head,hit,back,29
head,hit,roof,23
head,touch,floor,22
head,hit,ceiling,21
head,hit,rock,21
head,round,door,20
head,strike,floor,20
head,hit,concrete,17
head,hit,table,17
head,make,contact,15
head,hit,window,15
head,strike,wall,15
head,move,side,14
head,strike,ground,14
head,strike,stone,14
head,hit,pavement,14
head,hit,stone,13
head,nod,agreement,13
head,weigh,pound,13
head,have,eye,13
head,give,shake,13
head,jerk,upright,12
head,block,view,12
head,bump,ceiling,12
head,hit,wheel,11
head,hit,door,11
head,touch,ground,11
head,feel,woozy,11
head,hit,edge,11
head,scrap,ceiling,10
head,reach,chest,10
head,reach,level,10
head,hit,side,10
head,tell,thing,10
head,tilt,way,10
head,feel,light,10
head,catch,eye,10
headboard,hit,wall,11
headline,catch,eye,34
healing,take,place,17
health,take,turn,22
hearing,take,place,19
hearing,pick,sound,14
heart,skip,beat,2488
heart,miss,beat,201
heart,give,leap,141
heart,grow,fonder,135
heart,give,lurch,102
heart,give,thump,85
heart,beat,mile,84
heart,pick,speed,83
heart,pick,pace,73
heart,beat,rhythm,65
heart,beat,time,47
heart,pump,blood,45
heart,take,leap,43
heart,race,mile,41
heart,give,jump,37
heart,give,thud,32
heart,pick,beat,31
heart,kick,notch,27
heart,pound,rhythm,27
heart,give,skip,26
heart,give,jolt,26
heart,give,flutter,25
heart,rule,head,25
heart,take,flight,25
heart,give,beat,23
heart,give,squeeze,22
heart,pound,mile,22
heart,pound,beat,21
heart,give,kick,21
heart,thump,beat,17
heart,kick,beat,16
heart,take,dive,16
heart,jump,beat,16
heart,give,twist,15
heart,break,time,14
heart,have,time,14
heart,take,beat,14
heart,skip,couple,13
heart,trip,beat,12
heart,hit,floor,12
heart,pick,rhythm,12
heart,know,truth,12
heart,beat,staccato,12
heart,have,room,11
heart,pound,way,11
heart,drum,beat,11
heart,turn,somersault,11
heart,give,way,11
heart,lead,head,10
heart,beat,way,10
heart,quicken,pace,10
heart,give,pang,10
heart,win,lady,10
heart,slow,pace,10
heart,give,flip,10
heartbeat,kick,notch,30
heartbeat,pick,speed,15
heartbeat,pick,pace,10
heat,creep,neck,46
heat,flood,cheek,35
heat,fill,cheek,35
heat,flush,cheek,35
heat,sear,skin,28
heat,flood,face,28
heat,flood,body,26
heat,suffuse,cheek,22
heat,warm,skin,21
heat,rise,neck,19
heat,flush,face,18
heat,crawl,neck,18
heat,fill,face,17
heat,warm,face,17
heat,creep,cheek,16
heat,give,way,16
heat,suffuse,face,15
heat,scorch,face,15
heat,send,shiver,14
heat,take,toll,14
heat,leave,body,14
heat,burn,face,14
heat,burn,cheek,13
heat,stain,cheek,13
heat,warm,cheek,13
heat,fill,room,13
heat,sear,face,12
heat,burn,skin,12
heat,rush,neck,12
heat,have,effect,11
heat,flush,skin,11
heat,climb,neck,11
heat,warm,body,10
heat,melt,snow,10
heat,spread,neck,10
heat,warm,shoulder,10
heel,make,sound,14
heel,hit,floor,11
heel,hit,ground,10
height,give,advantage,14
height,give,view,11
hell,have,time,19
hell,give,right,17
hell,hath,fury,13
hell,make,sense,11
helmet,cover,head,18
helmet,cover,face,10
help,want,sign,13
help,make,difference,12
hen,lay,egg,17
hesitation,cost,life,12
hester,shake,head,37
hill,give,way,20
hinge,give,way,17
hint,cross,face,43
hint,touch,lip,26
hint,curve,lip,19
hint,enter,voice,11
hip,lift,bed,11
hiss,escape,lip,30
hiss,draw,attention,12
hiss,fill,room,10
history,have,way,18
hit,take,place,10
hity,mého,hrudníku,17
homicide,take,place,10
hood,cover,face,23
hood,cover,head,23
hood,hide,face,14
hood,shadow,face,12
hood,conceal,feature,10
hoof,make,sound,27
hoof,touch,ground,21
hoof,hit,ground,13
horse,toss,head,68
horse,pick,way,49
horse,shake,head,40
horse,lift,head,32
horse,break,leg,31
horse,raise,head,28
horse,throw,shoe,24
horse,paw,ground,23
horse,pull,wagon,22
horse,need,rest,20
horse,pick,speed,20
horse,have,head,19
horse,roll,eye,19
horse,pick,pace,18
horse,take,step,18
horse,crop,grass,17
horse,throw,head,16
horse,turn,head,16
horse,take,fright,15
horse,know,way,15
horse,make,way,15
horse,prick,ear,14
horse,make,sound,14
horse,make,noise,14
horse,stamp,foot,14
horse,win,race,13
horse,drink,fill,12
horse,bob,head,12
horse,take,care,11
horse,jump,fence,11
horse,lower,head,11
horse,stick,head,11
horse,dip,head,11
horse,show,sign,10
horse,find,way,10
horse,have,trouble,10
hostess,hand,menu,10
hotel,have,room,23
hotel,have,restaurant,11
hound,catch,scent,11
hour,make,difference,52
hour,give,time,30
hour,take,toll,30
hour,give,plenty,10
house,have,room,85
house,catch,fire,75
house,have,bedroom,58
house,have,window,40
house,give,way,34
house,line,street,32
house,have,garden,27
house,have,door,26
house,have,basement,21
house,have,smell,21
house,have,wall,20
house,have,look,19
house,have,feel,19
house,have,system,18
house,have,lot,18
house,hold,memory,18
house,smell,musty,17
house,have,light,17
house,have,porch,17
house,have,story,17
house,have,roof,16
house,show,sign,15
house,have,floor,15
house,need,lot,15
house,have,view,14
house,have,pool,14
house,have,yard,14
house,have,air,13
house,have,electricity,13
house,have,history,12
house,have,number,12
house,have,feeling,12
house,have,conditioning,12
house,have,kind,12
house,have,fence,11
house,have,fireplace,11
house,have,sign,10
house,have,bathroom,10
house,make,noise,10
house,have,garage,10
housekeeper,open,door,22
housekeeper,shake,head,11
howl,fill,air,24
howl,split,air,14
howl,rent,air,10
hum,fill,air,25
hum,fill,room,19
hum,fill,ear,14
human,have,idea,28
human,shake,head,22
human,have,way,19
human,have,ability,17
human,set,foot,17
human,have,capacity,16
human,have,magic,15
human,have,power,15
human,make,mistake,14
human,have,time,14
human,have,right,13
human,find,way,13
human,stand,chance,12
human,have,tendency,11
human,have,thing,11
human,have,need,11
human,have,lot,11
human,have,sense,10
human,kill,human,10
humming,fill,ear,10
humor,leave,face,15
humor,reach,eye,12
hundred,make,way,10
hunter,shake,head,15
hunter,tell,story,10
husband,have,affair,73
husband,take,care,39
husband,make,love,30
husband,shake,head,24
husband,have,right,20
husband,lose,job,18
husband,spend,time,18
husband,commit,suicide,18
husband,hold,hand,16
husband,have,idea,16
husband,love,wife,15
husband,pay,attention,14
husband,have,enemy,14
husband,leave,house,13
husband,have,reason,13
husband,open,door,12
husband,get,job,12
husband,enter,room,11
husband,have,child,11
husband,take,wife,11
husband,have,problem,11
husband,have,interest,11
husband,see,woman,11
husband,have,trouble,10
husband,have,job,10
husband,have,hand,10
husband,put,arm,10
husband,say,thing,10
husband,die,death,10
husband,take,job,10
iain,shake,head,16
ice,fill,vein,18
ice,give,way,14
idea,cross,mind,175
idea,make,sense,103
idea,shake,head,100
idea,have,merit,99
idea,take,root,76
idea,take,hold,66
idea,have,appeal,62
idea,enter,head,51
idea,take,shape,49
idea,hold,appeal,46
idea,enter,mind,42
idea,scar,hell,24
idea,turn,stomach,23
idea,send,shiver,22
idea,take,form,21
idea,make,crawl,20
idea,make,shudder,18
idea,make,smile,17
idea,scar,shit,13
idea,give,willie,12
idea,give,feeling,11
idea,send,chill,10
idea,have,idea,10
idea,bring,smile,10
idea,give,chill,10
idiot,have,idea,15
illness,take,toll,14
illness,take,turn,12
image,fill,mind,177
image,flood,mind,70
image,fill,head,66
image,fill,screen,61
image,take,shape,34
image,enter,mind,23
image,cross,mind,20
image,make,sense,19
image,bring,smile,17
image,take,form,16
image,depict,person,16
image,invade,mind,13
image,leave,mind,13
image,haunt,dream,11
image,catch,attention,10
image,catch,eye,10
image,fill,thought,10
image,enter,head,10
imagination,play,trick,51
imagination,run,riot,44
imagination,work,overtime,29
imagination,take,flight,15
imagination,conjure,image,11
imagination,know,bound,10
impact,knock,breath,28
impact,knock,wind,23
impact,knock,air,13
impact,take,breath,13
impact,drive,air,11
inch,separate,body,11
incident,take,place,136
individual,have,right,75
infection,take,hold,15
injury,end,career,17
inspector,shake,head,12
instinct,take,hold,14
institution,give,notice,14
insurance,take,care,15
intensity,steal,breath,12
intercourse,take,place,10
interrogation,take,place,12
interview,take,place,78
introduction,take,place,10
invalidity,void,provision,42
invasion,take,place,28
investigation,take,place,31
investigation,take,time,17
investigation,take,turn,10
issue,include,fiction,21
item,catch,eye,18
jaw,hit,floor,111
jaw,hit,ground,16
jaw,hang,slack,14
jealousy,rear,head,10
jean,hug,hip,20
jean,have,hole,17
jean,hug,leg,12
jean,hug,curve,11
jean,hit,floor,11
jean,hug,ass,10
jean,hug,thigh,10
její,sát,chuť,17
její,sát,olizují,17
její,turné,pak,17
job,have,perk,13
job,take,toll,13
job,take,time,11
job,take,hour,11
jolt,shoot,arm,15
journalist,ask,question,12
journey,take,hour,74
journey,take,day,56
journey,take,minute,25
journey,take,week,22
journey,take,month,17
journey,take,time,16
journey,take,toll,15
journey,take,year,13
journey,take,part,11
joy,fill,heart,20
joy,light,face,13
jsme,dost,sebe,17
jsme,usazeny,dalších,17
judge,bang,gavel,37
judge,make,decision,26
judge,set,bail,25
judge,clear,throat,18
judge,hold,hand,17
judge,issue,warrant,17
judge,issue,order,16
judge,shake,head,14
judge,dismiss,case,13
judge,enter,courtroom,13
judge,take,bench,12
judge,pass,sentence,12
judge,call,recess,11
judge,pound,gavel,11
judge,give,choice,11
judge,take,look,11
judge,rap,gavel,11
judge,give,sentence,10
judge,pronounce,sentence,10
judge,give,instruction,10
judge,hear,case,10
juice,run,chin,24
juice,dribble,chin,13
juice,drip,chin,13
jule,shake,head,10
jury,return,verdict,38
jury,reach,verdict,31
jury,bring,verdict,18
jury,make,decision,13
justice,take,course,16
já,otočil,dveřmi,17
key,open,door,37
key,turn,lock,20
key,unlock,door,17
key,fit,lock,14
kid,have,fun,70
kid,have,time,50
kid,shake,head,43
kid,make,fun,42
kid,have,idea,36
kid,have,chance,31
kid,have,lot,23
kid,have,problem,23
kid,play,game,22
kid,spend,time,19
kid,give,look,17
kid,have,point,17
kid,take,step,16
kid,take,care,16
kid,play,soccer,15
kid,find,way,14
kid,have,day,14
kid,kick,ball,14
kid,have,trouble,13
kid,have,friend,13
kid,have,kind,13
kid,ask,question,13
kid,raise,hand,13
kid,take,turn,13
kid,have,money,12
kid,have,hair,12
kid,need,help,12
kid,watch,movie,12
kid,make,way,11
kid,have,parent,11
kid,have,school,11
kid,have,name,11
kid,have,way,11
kid,get,education,11
kid,have,right,11
kid,have,father,10
kid,wear,shirt,10
kid,say,thing,10
kid,have,eye,10
kid,have,ball,10
kid,get,kick,10
kid,have,place,10
kid,have,plenty,10
kid,make,mistake,10
kid,have,life,10
kidnapping,take,place,14
killer,make,mistake,24
killer,take,time,20
killer,have,time,16
killer,have,reason,15
killer,know,victim,15
killer,make,move,14
killer,wear,glove,14
killer,send,message,10
killer,have,access,10
killer,use,knife,10
killer,choose,victim,10
killing,take,place,63
kind,take,place,68
kind,take,time,21
kind,take,hold,15
kind,make,sense,14
kind,shake,head,14
kind,have,effect,13
kind,leave,son,11
kind,have,name,10
king,shake,head,62
king,give,order,28
king,wave,hand,24
king,have,son,21
king,hold,hand,15
king,have,child,15
king,take,hand,15
king,hold,court,14
king,have,heir,14
king,have,time,14
king,put,hand,13
king,have,power,11
king,have,right,11
king,raise,head,11
king,have,wife,10
king,send,man,10
king,open,mouth,10
king,hear,word,10
king,raise,hand,10
kiss,steal,breath,16
kiss,take,breath,15
kiss,have,effect,11
kiss,have,power,10
kitchen,have,window,10
kitten,have,claw,11
knee,give,way,288
knee,hit,floor,57
knee,hit,ground,30
knee,make,contact,16
knee,hit,bed,14
knee,touch,her,14
knee,nudge,leg,13
knee,hit,edge,12
knee,brush,her,12
knee,touch,thigh,12
knee,spread,leg,11
knee,touch,ground,11
knee,pin,arm,11
knee,touch,floor,10
knife,have,blade,17
knife,leave,hand,12
knife,hit,floor,11
knight,shake,head,17
knock,interrupt,thought,42
knock,make,jump,35
knock,draw,attention,31
knock,rattle,door,24
knock,interrupt,conversation,17
knock,announce,arrival,16
knock,bring,head,14
knock,herald,arrival,12
knock,catch,attention,11
knowledge,give,strength,13
knowledge,give,comfort,11
knuckle,brush,cheek,15
knuckle,make,contact,14
lab,find,trace,14
lack,take,toll,19
lack,make,sense,11
lady,shake,head,41
lady,open,door,28
lady,enter,room,25
lady,give,look,22
lady,leave,room,21
lady,have,time,20
lady,put,hand,18
lady,take,care,16
lady,need,help,16
lady,wear,dress,15
lady,make,way,13
lady,take,step,13
lady,have,way,12
lady,take,seat,12
lady,hold,hand,12
lady,have,right,11
lady,cross,street,11
lady,have,idea,11
lady,have,point,10
lady,give,smile,10
lady,have,sense,10
lamp,cast,glow,46
lamp,cast,light,42
lamp,give,light,38
lamp,cast,shadow,25
lamp,light,room,21
lamp,throw,light,14
lamp,provide,light,13
lamp,give,glow,13
lamp,shed,light,13
lamp,throw,shadow,12
lamp,cast,pool,11
land,give,way,14
landing,take,place,25
landlord,raise,rent,10
landlord,shake,head,10
landscape,give,way,17
language,have,word,36
language,speak,volume,12
lantern,cast,light,25
lantern,cast,glow,17
lantern,give,light,14
lantern,cast,shadow,10
lash,frame,eye,29
lash,brush,cheek,20
lash,fan,cheek,17
lash,veil,eye,14
lash,cast,shadow,14
latch,give,way,12
laugh,escape,lip,127
laugh,fill,room,46
laugh,escape,throat,29
laugh,hold,humor,18
laugh,escape,mouth,15
laugh,leave,lip,14
laugh,send,shiver,12
laugh,draw,attention,12
laugh,fill,air,11
laugh,send,chill,11
laugh,have,edge,11
laugh,tickle,ear,10
laughter,fill,room,90
laughter,fill,air,61
laughter,fill,ear,21
laughter,catch,attention,16
laughter,fill,car,14
laughter,reach,ear,13
laughter,draw,attention,13
laughter,have,edge,13
laughter,fill,space,11
laughter,echo,wall,11
laughter,fill,hall,10
laughter,fill,mind,10
law,swamp,staff,42
law,take,course,23
law,take,care,16
law,give,right,10
lawyer,ask,question,18
lawyer,take,care,18
lawyer,shake,head,17
lawyer,draw,paper,13
lawyer,draw,paperwork,12
lawyer,take,case,12
layer,have,channel,17
layer,cover,floor,12
le,gar,pris,28
leader,shake,head,38
leader,raise,hand,16
leader,make,decision,15
leader,take,step,14
leader,hold,hand,13
leader,make,mistake,12
leader,give,order,12
leaf,change,color,28
leaf,litter,ground,10
leaf,brush,face,10
lecture,take,place,10
leg,give,way,345
